OrderNumber,OrderDate,CustomerCode,CustomerName,Customer Type,CurrencyCode,WarehouseCode,DeliveryName,DeliveryStreetAddress,DeliveryStreetAddress2,DeliverySuburb,DeliveryCity,DeliveryRegion,DeliveryCountry,DeliveryPostCode,DeliveryMethod,ExchangeRate,TaxRate,OrderStatus,RequiredDate,QuoteExpiryDate,CompletedDate,LastModifiedOn,SubTotal,TaxTotal,Total,CustomerRef,Order Comments,ProductCode,ProductDescription,OrderQuantity,UnitPrice,DiscountedUnitPrice,DiscountRate,AverageLandedPriceAtTimeOfSale,Volume,LineTax,LineTotal,Line Comments,Charge
SO-00000009,23/07/2017,GBRO,Griffin Brothers Fabrication Ltd.,Wholesale,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,23/07/2017,,23/07/2017 6:15:47 AM,23/07/2017 6:15:47 AM,120.000,18.000,138.000,,,COUCH2,2-Seater Couch,10.0000,12.0000,12.0000,0.0000,8.50000000000000,,18.0000000000,120.00000000,,FALSE
SO-00000010,30/07/2017,GAR123,Garrick Inc.,Cash,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,30/07/2017,,30/07/2017 6:15:47 AM,30/07/2017 6:15:47 AM,750.000,112.500,862.500,,,NAIL-S,Small Nails,10.0000,25.0000,25.0000,0.0000,9.44188059701493,,37.5000000000,250.00000000,,FALSE
SO-00000010,30/07/2017,GAR123,Garrick Inc.,Cash,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,30/07/2017,,30/07/2017 6:15:47 AM,30/07/2017 6:15:47 AM,750.000,112.500,862.500,,,NAIL-M,Medium Nails,10.0000,25.0000,25.0000,0.0000,9.12441297935103,,37.5000000000,250.00000000,,FALSE
SO-00000010,30/07/2017,GAR123,Garrick Inc.,Cash,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,30/07/2017,,30/07/2017 6:15:47 AM,30/07/2017 6:15:47 AM,750.000,112.500,862.500,,,NAIL-L,Large Nails,10.0000,25.0000,25.0000,0.0000,9.72707174887892,,37.5000000000,250.00000000,,FALSE
SO-00000011,06/08/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,06/08/2017,,06/08/2017 6:15:47 AM,06/08/2017 6:15:47 AM,124.940,0.000,124.940,,,DININGCHAIR,Dining Chair,1.0000,24.9500,24.9500,0.0000,12.45391578947368,,0.0000000000,24.95000000,,FALSE
SO-00000011,06/08/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,06/08/2017,,06/08/2017 6:15:47 AM,06/08/2017 6:15:47 AM,124.940,0.000,124.940,,,DINING, Dining Table,1.0000,99.9900,99.9900,0.0000,40.42939230769231,,0.0000000000,99.99000000,,FALSE
SO-00000012,11/08/2017,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,11/08/2017,,11/08/2017 6:15:47 AM,11/08/2017 6:15:47 AM,1699.000,254.850,1953.850,,,SIDE,Bookshelf Side,1.0000,1699.0000,1699.0000,0.0000,804.39019791666667,,254.8500000000,1699.00000000,,FALSE
SO-00000013,20/08/2017,PTECH,PivacTech,On Account,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,20/08/2017,,20/08/2017 6:15:47 AM,20/08/2017 6:15:47 AM,1798.800,269.820,2068.620,,,GLUE,Furniture Assembly Glue,120.0000,14.9900,14.9900,0.0000,9.99000000000000,,269.8200000000,1798.80000000,,FALSE
SO-00000014,29/08/2017,EMWAR,Emmanuel's Discount Warehouse,Wholesale,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,29/08/2017,,29/08/2017 6:15:47 AM,29/08/2017 6:15:47 AM,370.000,0.000,370.000,,,COUCH3,3-Seater Couch,2.0000,185.0000,185.0000,0.0000,67.80000000000000,,0.0000000000,370.00000000,,FALSE
SO-00000015,04/09/2017,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,04/09/2017,,04/09/2017 6:15:47 AM,04/09/2017 6:15:47 AM,204.950,30.740,235.690,,,SCREWS,Box of Screws,5.0000,4.9900,4.9900,0.0000,0.00000000000000,,3.7400000000,24.95000000,,FALSE
SO-00000015,04/09/2017,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,04/09/2017,,04/09/2017 6:15:47 AM,04/09/2017 6:15:47 AM,204.950,30.740,235.690,,,COUCH2,2-Seater Couch,15.0000,12.0000,12.0000,0.0000,8.50000000000000,,27.0000000000,180.00000000,,FALSE
SO-00000016,05/09/2017,SIREEN,The House of Sireen,Cash,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,05/09/2017,,05/09/2017 6:15:47 AM,05/09/2017 6:15:47 AM,399.960,59.990,459.950,,,DINING, Dining Table,4.0000,99.9900,99.9900,0.0000,40.42939382239382,,59.9900000000,399.96000000,,FALSE
SO-00000017,10/09/2017,BENEMP,Ben's Emporium,On Account,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,10/09/2017,,10/09/2017 6:15:47 AM,10/09/2017 6:15:47 AM,999.000,149.850,1148.850,,,CHAIR,Lounge Chair,1.0000,999.0000,999.0000,0.0000,489.12300000000000,,149.8500000000,999.00000000,,FALSE
SO-00000018,20/09/2017,GBRO,Griffin Brothers Fabrication Ltd.,Wholesale,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,20/09/2017,,20/09/2017 6:15:47 AM,20/09/2017 6:15:47 AM,740.000,111.000,851.000,,,COUCH3,3-Seater Couch,4.0000,185.0000,185.0000,0.0000,67.80000000000000,,111.0000000000,740.00000000,,FALSE
SO-00000019,28/09/2017,PTECH,PivacTech,On Account,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,28/09/2017,,28/09/2017 6:15:47 AM,28/09/2017 6:15:47 AM,125.000,18.750,143.750,,,NAIL-M,Medium Nails,5.0000,25.0000,25.0000,0.0000,9.12441337386018,,18.7500000000,125.00000000,,FALSE
SO-00000020,06/10/2017,JUNIOR,The Junior Store,On Account,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,06/10/2017,,06/10/2017 6:15:47 AM,06/10/2017 6:15:47 AM,2499.990,0.000,2499.990,,,BOOKSHELF,Wooden Bookshelf,1.0000,2499.9900,2499.9900,0.0000,1771.08287155963303,,0.0000000000,2499.99000000,,FALSE
SO-00000021,19/10/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,19/10/2017,,19/10/2017 6:15:47 AM,19/10/2017 6:15:47 AM,4450.250,0.000,4450.250,,,COUCH2,2-Seater Couch,15.0000,12.0000,12.0000,0.0000,8.50000000000000,,0.0000000000,180.00000000,,FALSE
SO-00000021,19/10/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,19/10/2017,,19/10/2017 6:15:47 AM,19/10/2017 6:15:47 AM,4450.250,0.000,4450.250,,,SHELF,Bookshelf Shelf,25.0000,124.9500,124.9500,0.0000,86.30000000000000,,0.0000000000,3123.75000000,,FALSE
SO-00000021,19/10/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,19/10/2017,,19/10/2017 6:15:47 AM,19/10/2017 6:15:47 AM,4450.250,0.000,4450.250,,,STAIN,Dark Wood Stain,1.0000,147.5000,147.5000,0.0000,80.82229824561404,,0.0000000000,147.50000000,,FALSE
SO-00000021,19/10/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,19/10/2017,,19/10/2017 6:15:47 AM,19/10/2017 6:15:47 AM,4450.250,0.000,4450.250,,,CHAIR,Lounge Chair,1.0000,999.0000,999.0000,0.0000,489.12300000000000,,0.0000000000,999.00000000,,FALSE
SO-00000022,27/10/2017,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,27/10/2017,,27/10/2017 6:15:47 AM,27/10/2017 6:15:47 AM,99.800,14.970,114.770,,,DININGCHAIR,Dining Chair,4.0000,24.9500,24.9500,0.0000,12.45391549295775,,14.9700000000,99.80000000,,FALSE
SO-00000023,27/10/2017,EMWAR,Emmanuel's Discount Warehouse,Wholesale,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,27/10/2017,,27/10/2017 6:15:47 AM,27/10/2017 6:15:47 AM,199.980,0.000,199.980,,,DINING, Dining Table,2.0000,99.9900,99.9900,0.0000,40.42939215686275,,0.0000000000,199.98000000,,FALSE
SO-00000024,30/10/2017,WADE,Wade's Apparel & Accessories,Cash,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,30/10/2017,,30/10/2017 6:15:47 AM,30/10/2017 6:15:47 AM,500.000,75.000,575.000,,,NAIL-M,Medium Nails,20.0000,25.0000,25.0000,0.0000,9.12441358024691,,75.0000000000,500.00000000,,FALSE
SO-00000025,06/11/2017,GAR123,Garrick Inc.,Cash,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,06/11/2017,,06/11/2017 6:15:47 AM,06/11/2017 6:15:47 AM,499.950,74.990,574.940,,,DINING, Dining Table,5.0000,99.9900,99.9900,0.0000,40.42939130434783,,74.9900000000,499.95000000,,FALSE
SO-00000026,12/11/2017,GBRO,Griffin Brothers Fabrication Ltd.,Wholesale,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,12/11/2017,,12/11/2017 6:15:47 AM,12/11/2017 6:15:47 AM,199.980,30.000,229.980,,,DINING, Dining Table,2.0000,99.9900,99.9900,0.0000,40.42939112903226,,30.0000000000,199.98000000,,FALSE
SO-00000027,18/11/2017,PTECH,PivacTech,On Account,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,18/11/2017,,18/11/2017 6:15:47 AM,18/11/2017 6:15:47 AM,49.900,7.490,57.390,,,DININGCHAIR,Dining Chair,2.0000,24.9500,24.9500,0.0000,12.45391428571429,,7.4900000000,49.90000000,,FALSE
SO-00000028,26/11/2017,JUNIOR,The Junior Store,On Account,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,26/11/2017,,26/11/2017 6:15:47 AM,26/11/2017 6:15:47 AM,3123.750,0.000,3123.750,,,SHELF,Bookshelf Shelf,25.0000,124.9500,124.9500,0.0000,86.30000000000000,,0.0000000000,3123.75000000,,FALSE
SO-00000029,05/12/2017,BENEMP,Ben's Emporium,On Account,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,05/12/2017,,05/12/2017 6:15:47 AM,05/12/2017 6:15:47 AM,2499.990,375.000,2874.990,,,BOOKSHELF,Wooden Bookshelf,1.0000,2499.9900,2499.9900,0.0000,1771.08287037037037,,375.0000000000,2499.99000000,,FALSE
SO-00000030,13/12/2017,SIREEN,The House of Sireen,Cash,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,13/12/2017,,13/12/2017 6:15:47 AM,13/12/2017 6:15:47 AM,1998.000,299.700,2297.700,,,CHAIR,Lounge Chair,2.0000,999.0000,999.0000,0.0000,489.12300000000000,,299.7000000000,1998.00000000,,FALSE
SO-00000031,17/12/2017,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,17/12/2017,,17/12/2017 6:15:47 AM,17/12/2017 6:15:47 AM,240.000,0.000,240.000,,,COUCH2,2-Seater Couch,20.0000,12.0000,12.0000,0.0000,8.50000000000000,,0.0000000000,240.00000000,,FALSE
SO-00000032,21/12/2017,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,21/12/2017,,21/12/2017 6:15:47 AM,21/12/2017 6:15:47 AM,24.950,3.740,28.690,,,SCREWS,Box of Screws,5.0000,4.9900,4.9900,0.0000,0.00000000000000,,3.7400000000,24.95000000,,FALSE
SO-00000033,29/12/2017,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,29/12/2017,,29/12/2017 6:15:47 AM,29/12/2017 6:15:47 AM,750.000,112.500,862.500,,,NAIL-S,Small Nails,10.0000,25.0000,25.0000,0.0000,9.44187984496124,,37.5000000000,250.00000000,,FALSE
SO-00000033,29/12/2017,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,29/12/2017,,29/12/2017 6:15:47 AM,29/12/2017 6:15:47 AM,750.000,112.500,862.500,,,NAIL-M,Medium Nails,10.0000,25.0000,25.0000,0.0000,9.12441447368421,,37.5000000000,250.00000000,,FALSE
SO-00000033,29/12/2017,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,29/12/2017,,29/12/2017 6:15:47 AM,29/12/2017 6:15:47 AM,750.000,112.500,862.500,,,NAIL-L,Large Nails,10.0000,25.0000,25.0000,0.0000,9.72707042253521,,37.5000000000,250.00000000,,FALSE
SO-00000034,02/01/2018,EMWAR,Emmanuel's Discount Warehouse,Wholesale,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,02/01/2018,,02/01/2018 6:15:47 AM,02/01/2018 6:15:47 AM,2398.400,0.000,2398.400,,,GLUE,Furniture Assembly Glue,160.0000,14.9900,14.9900,0.0000,9.99000000000000,,0.0000000000,2398.40000000,,FALSE
SO-00000035,09/01/2018,WADE,Wade's Apparel & Accessories,Cash,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,09/01/2018,,09/01/2018 6:15:47 AM,09/01/2018 6:15:47 AM,555.000,83.250,638.250,,,COUCH3,3-Seater Couch,3.0000,185.0000,185.0000,0.0000,67.80000000000000,,83.2500000000,555.00000000,,FALSE
SO-00000036,16/01/2018,GBRO,Griffin Brothers Fabrication Ltd.,Wholesale,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,16/01/2018,,16/01/2018 6:15:47 AM,16/01/2018 6:15:47 AM,180.000,27.000,207.000,,,COUCH2,2-Seater Couch,15.0000,12.0000,12.0000,0.0000,8.50000000000000,,27.0000000000,180.00000000,,FALSE
SO-00000037,23/01/2018,SIREEN,The House of Sireen,Cash,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,23/01/2018,,23/01/2018 6:15:47 AM,23/01/2018 6:15:47 AM,149.700,22.460,172.160,,,DININGCHAIR,Dining Chair,6.0000,24.9500,24.9500,0.0000,12.45391366906475,,22.4600000000,149.70000000,,FALSE
SO-00000038,06/02/2018,JUNIOR,The Junior Store,On Account,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,06/02/2018,,06/02/2018 6:15:47 AM,06/02/2018 6:15:47 AM,3748.500,0.000,3748.500,,,SHELF,Bookshelf Shelf,30.0000,124.9500,124.9500,0.0000,86.30000000000000,,0.0000000000,3748.50000000,,FALSE
SO-00000039,15/02/2018,BENEMP,Ben's Emporium,On Account,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,15/02/2018,,15/02/2018 6:15:47 AM,15/02/2018 6:15:47 AM,2739.000,410.850,3149.850,,,SHELF,Bookshelf Shelf,20.0000,124.9500,124.9500,0.0000,86.30000000000000,,374.8500000000,2499.00000000,,FALSE
SO-00000039,15/02/2018,BENEMP,Ben's Emporium,On Account,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,15/02/2018,,15/02/2018 6:15:47 AM,15/02/2018 6:15:47 AM,2739.000,410.850,3149.850,,,COUCH2,2-Seater Couch,20.0000,12.0000,12.0000,0.0000,8.50000000000000,,36.0000000000,240.00000000,,FALSE
SO-00000040,19/02/2018,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,19/02/2018,,19/02/2018 6:15:47 AM,19/02/2018 6:15:47 AM,1998.000,0.000,1998.000,,,CHAIR,Lounge Chair,2.0000,999.0000,999.0000,0.0000,489.12300000000000,,0.0000000000,1998.00000000,,FALSE
SO-00000041,25/02/2018,PTECH,PivacTech,On Account,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,25/02/2018,,25/02/2018 6:15:47 AM,25/02/2018 6:15:47 AM,1475.000,221.250,1696.250,,,STAIN,Dark Wood Stain,10.0000,147.5000,147.5000,0.0000,80.82230000000000,,221.2500000000,1475.00000000,,FALSE
SO-00000042,03/03/2018,GAR123,Garrick Inc.,Cash,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,03/03/2018,,03/03/2018 6:15:47 AM,03/03/2018 6:15:47 AM,925.000,138.750,1063.750,,,COUCH3,3-Seater Couch,5.0000,185.0000,185.0000,0.0000,67.80000000000000,,138.7500000000,925.00000000,,FALSE
SO-00000043,09/03/2018,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,09/03/2018,,09/03/2018 6:15:47 AM,09/03/2018 6:15:47 AM,249.500,37.430,286.930,,,DININGCHAIR,Dining Chair,10.0000,24.9500,24.9500,0.0000,12.45391544117647,,37.4300000000,249.50000000,,FALSE
SO-00000044,18/03/2018,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,18/03/2018,,18/03/2018 6:15:47 AM,18/03/2018 6:15:47 AM,75.000,0.000,75.000,,,NAIL-S,Small Nails,3.0000,25.0000,25.0000,0.0000,9.44187903225806,,0.0000000000,75.00000000,,FALSE
SO-00000045,21/03/2018,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,21/03/2018,,21/03/2018 6:15:47 AM,21/03/2018 6:15:47 AM,3799.390,569.920,4369.310,,,SCREWS,Box of Screws,10.0000,4.9900,4.9900,0.0000,0.00000000000000,,7.4900000000,49.90000000,,FALSE
SO-00000045,21/03/2018,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,21/03/2018,,21/03/2018 6:15:47 AM,21/03/2018 6:15:47 AM,3799.390,569.920,4369.310,,,BOOKSHELF,Wooden Bookshelf,1.0000,2499.9900,2499.9900,0.0000,1771.08286915887850,,375.0000000000,2499.99000000,,FALSE
SO-00000045,21/03/2018,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,21/03/2018,,21/03/2018 6:15:47 AM,21/03/2018 6:15:47 AM,3799.390,569.920,4369.310,,,SHELF,Bookshelf Shelf,10.0000,124.9500,124.9500,0.0000,86.30000000000000,,187.4300000000,1249.50000000,,FALSE
SO-00000046,28/03/2018,EMWAR,Emmanuel's Discount Warehouse,Wholesale,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,28/03/2018,,28/03/2018 6:15:47 AM,28/03/2018 6:15:47 AM,1199.880,0.000,1199.880,,,DINING, Dining Table,12.0000,99.9900,99.9900,0.0000,40.42939024390244,,0.0000000000,1199.88000000,,FALSE
SO-00000047,30/03/2018,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,30/03/2018,,30/03/2018 6:15:47 AM,30/03/2018 6:15:47 AM,555.000,0.000,555.000,,,COUCH3,3-Seater Couch,3.0000,185.0000,185.0000,0.0000,67.80000000000000,,0.0000000000,555.00000000,,FALSE
SO-00000048,05/04/2018,BENEMP,Ben's Emporium,On Account,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,05/04/2018,,05/04/2018 6:15:47 AM,05/04/2018 6:15:47 AM,2499.000,374.850,2873.850,,,SHELF,Bookshelf Shelf,20.0000,124.9500,124.9500,0.0000,86.30000000000000,,374.8500000000,2499.00000000,,FALSE
SO-00000049,12/04/2018,MATSUP,Matt's Supplies Ltd.,On Account,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,12/04/2018,,12/04/2018 6:15:47 AM,12/04/2018 6:15:47 AM,2499.990,375.000,2874.990,,,BOOKSHELF,Wooden Bookshelf,1.0000,2499.9900,2499.9900,0.0000,1771.08286792452830,,375.0000000000,2499.99000000,,FALSE
SO-00000050,15/04/2018,PTECH,PivacTech,On Account,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,15/04/2018,,15/04/2018 6:15:47 AM,15/04/2018 6:15:47 AM,590.000,88.500,678.500,,,STAIN,Dark Wood Stain,4.0000,147.5000,147.5000,0.0000,80.82230000000000,,88.5000000000,590.00000000,,FALSE
SO-00000051,20/04/2018,WADE,Wade's Apparel & Accessories,Cash,NZD,MAIN,,,,,,,,,,1.000000,0.150000,Completed,20/04/2018,,20/04/2018 6:15:47 AM,20/04/2018 6:15:47 AM,1998.000,299.700,2297.700,,,CHAIR,Lounge Chair,2.0000,999.0000,999.0000,0.0000,489.12300000000000,,299.7000000000,1998.00000000,,FALSE
SO-00000052,26/04/2018,JUNIOR,The Junior Store,On Account,USD,MAIN,,,,,,,,,,0.672500,0.000000,Completed,26/04/2018,,26/04/2018 6:15:47 AM,26/04/2018 6:15:47 AM,1874.250,0.000,1874.250,,,SHELF,Bookshelf Shelf,15.0000,124.9500,124.9500,0.0000,86.30000000000000,,0.0000000000,1874.25000000,,FALSE
SO-00000053,02/05/2018,FRANCK,Franck & Co.,Cash,USD,MAIN,,,,,,,,,,0.672500,0.150000,Completed,02/05/2018,,02/05/2018 6:15:47 AM,02/05/2018 6:15:47 AM,2499.000,374.850,2873.850,,,SHELF,Bookshelf Shelf,20.0000,124.9500,124.9500,0.0000,86.30000000000000,,374.8500000000,2499.00000000,,FALSE
SO-00000054,07/05/2018,SIREEN,The House of Sireen,Cash,GBP,MAIN,,,,,,,,,,0.444400,0.150000,Completed,07/05/2018,,07/05/2018 6:15:47 AM,07/05/2018 6:15:47 AM,2499.990,375.000,2874.990,,,BOOKSHELF,Wooden Bookshelf,1.0000,2499.9900,2499.9900,0.0000,1771.08286666666667,,375.0000000000,2499.99000000,,FALSE
SO-00000055,11/05/2018,GBRO,Griffin Brothers Fabrication Ltd.,Wholesale,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,11/05/2018,,11/05/2018 6:15:47 AM,11/05/2018 6:15:47 AM,1850.000,277.500,2127.500,,,COUCH3,3-Seater Couch,10.0000,185.0000,185.0000,0.0000,67.80000000000000,,277.5000000000,1850.00000000,,FALSE
SO-00000056,15/05/2018,GAR123,Garrick Inc.,Cash,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,15/05/2018,,15/05/2018 6:15:47 AM,15/05/2018 6:15:47 AM,999.900,149.990,1149.890,,,DINING, Dining Table,10.0000,99.9900,99.9900,0.0000,40.42938888888889,,149.9900000000,999.90000000,,FALSE
SO-00000057,22/05/2018,LMH001,LMH Industries,Wholesale,NZD,MAIN,,,,,,,,,,1.000000,0.000000,Completed,22/05/2018,,22/05/2018 6:15:47 AM,22/05/2018 6:15:47 AM,295.000,0.000,295.000,,,STAIN,Dark Wood Stain,2.0000,147.5000,147.5000,0.0000,80.82230128205128,,0.0000000000,295.00000000,,FALSE
SO-00000058,26/05/2018,GBRO,Griffin Brothers Fabrication Ltd.,Wholesale,AUD,MAIN,,,,,,,,,,0.949200,0.150000,Completed,26/05/2018,,26/05/2018 6:15:47 AM,26/05/2018 6:15:47 AM,120.000,18.000,138.000,,,COUCH2,2-Seater Couch,10.0000,12.0000,12.0000,0.0000,8.50000000000000,,18.0000000000,120.00000000,,FALSE
