"district_hospital_uuid","district_hospital_name","health_center_uuid","health_center_name","clinic_uuid","clinic_name","period_start","period_start_epoch","facility_join_field","count_population_female_btwn_15_and_49","count_fp_screened","count_fp_referrals","percent_fp_referrals","count_successful_fp_referrals","percent_successful_fp_referrals","count_wcba_screen_fp","count_wcba_using_modern_fp","percent_wcba_screen_fp","percent_wcba_using_modern_fp","count_art_wcba_using_implant","count_art_wcba_using_condom","count_wcba_using_depo","count_wcba_using_injectibles","count_wcba_using_pills","count_wcba_using_tube_ligation","count_wcba_using_iucd","count_wcba_using_implant","count_pregnancies_registered","count_pregnancies_visited","percent_pregnancies_visited","count_anc_danger_signs_bleeding","count_anc_danger_signs_swelling","count_anc_danger_signs_fever","count_anc_danger_signs_headaches_dizziness_blurry_vision","count_anc_danger_signs_lower_abdominal_pain","count_anc_danger_signs_convulsions","count_pregnancies_registered_first_trimester","percent_pregnancies_registered_first_trimester","count_births_registered","count_births_with_gte_4_anc_visits","percent_births_with_gte_4_anc_visits","count_births_at_home","count_births_enroute_facility","percent_births_at_home","percent_births_enroute_facility","count_pnc_danger_signs_convulsions","count_pnc_danger_signs_vaginal_bleeding","count_pnc_danger_signs_foul_vaginal_discharge","count_pnc_danger_signs_headache","count_pnc_danger_signs_fever","count_pnc_danger_signs_at_3_days","count_pnc_danger_signs_at_5_days","count_pnc_women","count_pnc_women_with_gte_2_visits","percent_pnc_women_with_gte_2_visits","count_maternal_deaths","count_maternal_deaths_community","percent_maternal_deaths_community"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","Aluencio Chikalema Area","All","All","01-Nov-2018","1541030400","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","Aluencio Chikalema Area","All","All","01-Dec-2018","1543622400","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","Aluencio Chikalema Area","All","All","01-Jan-2019","1546300800","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","Aluencio Chikalema Area","All","All","01-Feb-2019","1548979200","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","Aluencio Chikalema Area","All","All","01-Mar-2019","1551398400","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","Aluencio Chikalema Area","All","All","01-Apr-2019","1554076800","6ee0ff79-f995-4f3b-bb44-4eecad7b58e1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Oct-2018","1538352000","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Nov-2018","1541030400","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Dec-2018","1543622400","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Jan-2019","1546300800","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Feb-2019","1548979200","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Mar-2019","1551398400","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","Alvencio Chikalema","All","All","01-Apr-2019","1554076800","a93dca6c-83d1-4ce2-b77b-ee18130e3bc0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Oct-2018","1538352000","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Nov-2018","1541030400","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Dec-2018","1543622400","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Jan-2019","1546300800","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Feb-2019","1548979200","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Mar-2019","1551398400","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","Anilia Kajombo Area","All","All","01-Apr-2019","1554076800","c5e7b991-f01d-47c8-995e-2d4bc91c56a5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Oct-2018","1538352000","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Nov-2018","1541030400","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Dec-2018","1543622400","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Jan-2019","1546300800","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Feb-2019","1548979200","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Mar-2019","1551398400","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","Basimenye Nhlema","All","All","01-Apr-2019","1554076800","3c6ce053-4a01-4f4f-b11b-375a93ccdf96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7eb9a493-dea1-4b7c-9207-d89006faa150","Dambe Facility","1954f477-3842-41a6-88a7-9e4354017df1","Batwel Gadama Area","All","All","01-Oct-2018","1538352000","1954f477-3842-41a6-88a7-9e4354017df1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
